id,creationdate,score,viewcount,title,answercount,commentcount,favoritecount,quest_name,quest_rep,ans_name,ans_rep
"12200693","2012-08-30 15:45:26","57","48663","Python Pandas How to assign groupby operation results back to columns in parent dataframe?","5","3","29","ely","40334","Wouter Overmeire","31478"
"12201099","2012-08-30 16:07:19","1","4444","python pandas: Rename a series within a dataframe?","1","0","1","Abe","6889","DSM","218186"
"12203901","2012-08-30 19:15:56","25","16286","pandas crashes on repeated DataFrame.reset_index()","1","0","2","Abe","6889","Abe","6889"
"12207326","2012-08-31 00:10:12","84","96365","Frequency table for a single variable","3","0","20","Abe","6889","DSM","218186"
"12217960","2012-08-31 15:00:12","5","1040","How to replace&add the dataframe element by another dataframe in Python Pandas?","4","2","1","bigbug","12405","Def_Os","3399"
"12219771","2012-08-31 17:11:59","0","465","Aggregating data in pandas","2","0","","JustInTime","846","",""
"12224778","2012-09-01 03:57:04","4","6309","How to filter by sub-level index in Pandas","1","1","5","bigbug","12405","Garrett","23272"
"12227483","2012-09-01 11:54:46","2","1453","Pandas & Scikit: memory usage when slicing DataFrame","1","2","4","James","17768","ogrisel","29619"
"12227974","2012-09-01 13:01:35","0","1194","how include pandas library on my python package?","1","3","","Francesco","93","",""
"12250475","2012-09-03 15:16:55","2","3120","Create a pandas DataFrame from a csv stacked file","1","2","","mspadaccino","123","Chang She","11200"
"12255179","2012-09-03 23:49:01","1","1404","numpy/pandas: How to convert a series of strings of zeros and ones into a matrix","2","0","","Abe","6889","Henry Gomersall","5556"
"12260124","2012-09-04 09:05:41","7","1026","How to plot a rectangle behind a function over time","1","5","2","SlimJim","1489","Wouter Overmeire","31478"
"12269158","2012-09-04 18:14:35","2","4176","Python Pandas idiom for converting TimeSeries with lists as values into a DataFrame","1","0","","ely","40334","Chang She","11200"
"12290844","2012-09-05 22:49:52","2","4069","How can I slice a numpy array by the value of the ith field?","2","0","2","user1621048","11","",""
"12307099","2012-09-06 19:32:25","113","98351","Modifying a subset of rows in a pandas dataframe","5","1","46","Arthur B.","1184","BrenBarn","166891"
"12315810","2012-09-07 09:54:46","3","2270","Output pandas grouped dataframe without aggregation","2","0","1","jf328","2112","Paul H","32844"
"12322289","2012-09-07 16:49:21","12","6156","KDB+ like asof join for timeseries data in pandas?","3","1","9","signalseeker","2022","Chang She","11200"
"12322869","2012-09-07 17:38:32","6","10146","From tick by tick data to candlestick","2","3","11","Femto Trader","914","",""
"12324162","2012-09-07 19:21:24","3","3288","From tick by tick data to Renko chart","1","2","1","Femto Trader","914","",""
"12326641","2012-09-07 23:27:20","4","1742","Calculate speed from timestamped positions in Pandas.DataFrame","1","0","1","heltonbiker","14150","Chang She","11200"
"12329853","2012-09-08 10:16:04","16","53330","How to rearrange Pandas column sequence?","6","0","8","bigbug","12405","bigbug","12405"
"12353359","2012-09-10 14:04:02","4","1151","Why Pandas cause 'ZeroDivisionError' in one case but not in the other?","2","2","","bigbug","12405","Chang She","11200"
"12356501","2012-09-10 17:17:38","90","77508","Pandas: create two new columns in a dataframe with values calculated from a pre-existing column","2","0","45","joaquin","57147","DSM","218186"
"12358360","2012-09-10 19:39:24","23","12289","Python pandas order column according to the values in a row","4","0","7","Curious","1042","",""
"12368180","2012-09-11 10:58:50","2","2374","Duplicate entries for index in pandas pivot function","1","0","3","mspadaccino","123","Wes McKinney","57658"
"12369546","2012-09-11 12:18:27","0","1107","Pandas - Parsing datetime column from sqlite database","2","0","","aagaard","948","Pierre GM","14374"
"12370349","2012-09-11 13:02:00","3","1005","Reasoning about consecutive data points without using iteration","4","2","2","codeape","74050","Pierre GM","14374"
"12376863","2012-09-11 19:48:28","73","122921","Adding calculated column(s) to a dataframe in pandas","4","0","28","ultra909","846","BrenBarn","166891"
"12382197","2012-09-12 06:16:15","1","178","Generating a boolean mask indexing one array into another array","3","4","","Daniel Velkov","19019","Pierre GM","14374"
"12383436","2012-09-12 07:47:20","4","2061","Access Pandas Series item with dot notation like DataFrame","2","0","1","PhE","3388","PhE","3388"
"12389898","2012-09-12 13:58:12","28","24999","Python Pandas: how to add a totally new column to a data frame inside of a groupby/transform operation","1","3","13","ely","40334","Chang She","11200"
"12390336","2012-09-12 14:21:11","12","4204","How to fill the missing record of Pandas dataframe in pythonic way?","1","3","1","bigbug","12405","Paul H","32844"
"12391758","2012-09-12 15:36:01","0","1125","Memory efficient import many data files into pandas DataFrame in Python","1","0","","Richard Herron","5867","Bakuriu","67729"
"12393387","2012-09-12 17:23:17","2","2476","Python Pandas: How to broadcast an operation using apply without writing a secondary function","3","4","","ely","40334","Avaris","25496"
"12406162","2012-09-13 12:23:23","20","12797","KeyError when plotting a sliced pandas dataframe with datetimes","3","1","3","joris","67459","Wouter Overmeire","31478"
"12410438","2012-09-13 16:05:55","9","6244","How to use Pandas groupby apply() without adding an extra index","1","0","3","user2303","628","Chang She","11200"
"12411649","2012-09-13 17:27:27","8","4728","Filter columns of only zeros from a Pandas data frame","1","1","2","turtle","1778","ely","40334"
"12411897","2012-09-13 17:44:31","1","241","Can I make fuzzy matches for header field names in python pandas csv loading?","1","0","","jbssm","3227","Chang She","11200"
"12416932","2012-09-14 01:17:06","3","293","Grouping data by multiple dates in pandas","1","0","1","user1074057","812","HYRY","67243"
"12420598","2012-09-14 08:19:12","0","69","Which DataFrame representation for readable tests","1","1","","PhE","3388","",""
"12427056","2012-09-14 14:59:21","4","1296","Is it possible to hierarchically label a matplotlib (pyplot) bar plot?","1","1","1","blz","5578","Wouter Overmeire","31478"
"12429279","2012-09-14 17:28:29","0","263","Design strategy for managing and processing datasets with Pandas + PyTables","1","0","","heltonbiker","14150","Chang She","11200"
"12432803","2012-09-14 22:31:56","0","134","weird behaviour when executing python script","1","6","","mspadaccino","123","",""
"12433076","2012-09-14 23:06:15","41","102947","Download history stock prices automatically from yahoo finance in python","5","1","43","Bob","2919","Joe C.","1446"
"12436895","2012-09-15 11:15:03","0","810","How to create a multiIndex object from series?","1","0","","bigbug","12405","Bakuriu","67729"
"12483121","2012-09-18 18:48:17","0","1814","Pandas read_csv index exception","1","4","","milkypostman","2525","",""
"12490657","2012-09-19 08:00:10","5","2187","How can I save this matplotlib figure such that the x-axis labels are not cropped out?","1","0","1","blz","5578","Wouter Overmeire","31478"
"12490762","2012-09-19 08:09:24","2","6498","How to groupby the first level index and apply function to the second index in Pandas","2","0","1","bigbug","12405","Def_Os","3399"
"12497402","2012-09-19 15:01:32","94","99646","python pandas: Remove duplicates by columns A, keeping the row with the highest value in column B","9","2","43","Abe","6889","Wes McKinney","57658"
"12498809","2012-09-19 16:17:54","4","1074","Python pandas duplicate values error","1","3","","Curious","1042","",""
"12504951","2012-09-20 01:20:19","21","9300","Save session in IPython like in MATLAB?","5","2","8","Navneet","2605","",""
"12504976","2012-09-20 01:24:57","38","36523","Get last ""column"" after .str.split() operation on column in pandas DataFrame","4","0","24","Richard Herron","5867","DSM","218186"
"12514590","2012-09-20 14:16:45","10","17525","reading file with missing values in python pandas","2","3","1","tomasz74","5062","Andy Hayden","195339"
"12519103","2012-09-20 18:58:25","-1","2193","How to call set_index() on DataFrame?","1","1","","Michele Reilly","368","",""
"12520537","2012-09-20 20:36:23","3","2250","python How to make a dendrogram from a dataframe","1","3","3","Curious","1042","",""
"12520727","2012-09-20 20:50:22","1","103","Restricting function to unique dates - Multi-Index","1","1","","Michele Reilly","368","Andy Hayden","195339"
"12521909","2012-09-20 22:35:57","4","4424","How can I multiply two dataframes with different column labels in pandas?","3","2","3","jmloser","125","Chang She","11200"
"12522963","2012-09-21 00:56:50","1","5926","converters for python pandas","2","3","","tomasz74","5062","nneonneo","129669"
"12525722","2012-09-21 07:04:23","117","190112","Normalize data in pandas","4","0","38","jason","1488","Wouter Overmeire","31478"
"12544361","2012-09-22 13:54:10","2","1038","How to organize structured data in pandas dataframe","1","0","","mspadaccino","123","Chang She","11200"
"12548349","2012-09-22 22:56:42","5","9487","removing particular rows from DataFrame in python pandas","1","1","2","tomasz74","5062","Chang She","11200"
"12555323","2012-09-23 19:00:01","785","1611977","Adding new column to existing DataFrame in Python pandas","23","0","235","tomasz74","5062","joaquin","57147"
"12569730","2012-09-24 17:11:53","34","9609","Sum all columns with a wildcard name search using Python Pandas","3","4","7","jbssm","3227","jbssm","3227"
"12588031","2012-09-25 17:24:35","0","1134","Python Pandas: converting several boolean columns into a (possibly repeated) column made up of the boolean column names","1","0","1","ely","40334","Chang She","11200"
"12589481","2012-09-25 19:05:26","68","36822","Multiple aggregations of the same column using pandas GroupBy.agg()","3","2","17","ely","40334","bmu","22706"
"12593759","2012-09-26 02:30:35","1","555","Pandas Data Reconcilation","1","0","","scriptdiddy","369","Chang She","11200"
"12597926","2012-09-26 08:50:48","5","4734","Pandas hierarchical dataframe","1","0","3","root","41116","Wouter Overmeire","31478"
"12608718","2012-09-26 19:08:06","1","672","python pandas unbound local error while calling a function 'df.apply'","2","0","","Curious","1042","DSM","218186"
"12609631","2012-09-26 20:13:51","0","116","Python- count number of strings in pandas series","0","3","","tomasz74","5062","",""
"12619215","2012-09-27 10:25:01","4","9592","Adding DataFrame to Panel in Python pandas","1","0","1","tomasz74","5062","Chang She","11200"
"12625650","2012-09-27 16:10:31","18","6142","Pandas: grep like function","1","0","5","fred","4165","Wouter Overmeire","31478"
"12641606","2012-09-28 14:06:39","0","1490","Pandas: sorting numbers within text by column","3","0","","fred","4165","fred","4165"
"12645216","2012-09-28 18:11:46","4","2244","pyPandas functionality request: reverse/negative df.drop","2","2","","fred","4165","Garrett","23272"
"12647811","2012-09-28 21:46:38","1","693","Swap cells strings from 2 dataframe columns","3","1","0","fred","4165","fred","4165"
"12662223","2012-09-30 15:01:23","1","2702","Timestamp.week vs. datetime.isocalendar","1","2","","jfg","6","",""
"12664590","2012-09-30 19:58:30","9","2980","Linear regression - reduce degrees of freedom","2","0","","Femto Trader","914","Avaris","25496"
"12680754","2012-10-01 20:42:16","138","69819","Split (explode) pandas dataframe string entry to separate rows","15","2","74","Vincent","5080","Chang She","11200"
"12698764","2012-10-02 21:39:16","1","79","How do I create a Categorial with my own levels in Pandas?","2","0","","Martin C. Martin","1699","Chang She","11200"
"12700251","2012-10-03 00:13:49","0","274","Pandas: Edge case on boolean index into empty DataFrame","0","2","","Lamarth","23","",""
"12704305","2012-10-03 08:05:48","30","29174","return column names from pyodbc execute() statement","3","0","9","dmvianna","6872","Matti John","11031"
"12711211","2012-10-03 14:58:52","1","3272","Receiving 'error multiple values for index' in a simple DataFrame","1","0","","","","root","41116"
"12711551","2012-10-03 15:16:58","0","939","feed empty pandas.dataframe with several files","2","0","","fred","4165","Wouter Overmeire","31478"
"12720159","2012-10-04 04:10:11","0","158","pandas alternative to string creation loop","1","2","","dmvianna","6872","dmvianna","6872"
"12725417","2012-10-04 10:36:50","37","19482","Drop non-numeric columns from a pandas DataFrame","4","1","9","Einar","1846","sapo_cosmico","1934"
"12726432","2012-10-04 11:38:28","17","26549","Package for time series analysis in python","4","1","14","foc","432","",""
"12734320","2012-10-04 19:18:13","0","618","pyPandas: mess with join/append/concat two dataframes","1","0","","fred","4165","",""
"12741092","2012-10-05 06:55:44","27","21536","Pandas DataFrame: apply function to all columns","2","3","7","root","41116","BrenBarn","166891"
"12747417","2012-10-05 13:34:16","3","3742","pyPandas: default columns names","2","0","","fred","4165","bmu","22706"
"12772498","2012-10-07 20:15:34","3","1770","serialize pandas (python) dataframe to binary format","2","0","1","mathtick","1904","",""
"12797352","2012-10-09 09:53:11","0","890","Pandas transpose concat()","1","3","","PhE","3388","root","41116"
